"Country","Code","Year","Traditional biofuels","Other renewables (modern biofuels, geothermal, wave & tidal)","Wind","Solar PV","Hydropower"
"Algeria","DZA","2005","","0.0","0.0","0.0",""
"Algeria","DZA","2006","","0.0","0.0","0.0",""
"Algeria","DZA","2007","","0.0","0.0","0.0",""
"Algeria","DZA","2008","","0.0","0.0","0.0",""
"Algeria","DZA","2009","","0.0","0.0","0.0",""
"Algeria","DZA","2010","","0.0","0.0","0.0091",""
"Algeria","DZA","2011","","0.0","0.0","0.01811875",""
"Algeria","DZA","2012","","0.0","0.0","0.02672301369863014",""
"Algeria","DZA","2013","","0.0","0.0","0.028600000000000007",""
"Algeria","DZA","2014","","0.0","0.001","0.06",""
"Algeria","DZA","2015","","0.0","0.019","0.057999999999999996",""
"Algeria","DZA","2016","","0.0","0.01905205479452055","0.205",""
"Argentina","ARG","1965","","0.0","0.0","0.0",""
"Argentina","ARG","1966","","0.0","0.0","0.0",""
"Argentina","ARG","1967","","0.0","0.0","0.0",""
"Argentina","ARG","1968","","0.0","0.0","0.0",""
"Argentina","ARG","1969","","0.0","0.0","0.0",""
"Argentina","ARG","1970","","0.056198639455782316","0.0","0.0",""
"Argentina","ARG","1971","","0.05897108843537415","0.0","0.0",""
"Argentina","ARG","1972","","0.077863139329806","0.0","0.0",""
"Argentina","ARG","1973","","0.05866734693877551","0.0","0.0",""
"Argentina","ARG","1974","","0.060378","0.0","0.0",""
"Argentina","ARG","1975","","0.0690188679245283","0.0","0.0",""
"Argentina","ARG","1976","","0.059888775510204086","0.0","0.0",""
"Argentina","ARG","1977","","0.06467023060796645","0.0","0.0",""
"Argentina","ARG","1978","","0.06408910256410258","0.0","0.0",""
"Argentina","ARG","1979","","0.09973604166666668","0.0","0.0",""
"Argentina","ARG","1980","","0.10214634146341464","0.0","0.0",""
"Argentina","ARG","1981","","0.08829074074074074","0.0","0.0",""
"Argentina","ARG","1982","","0.11838936678614098","0.0","0.0",""
"Argentina","ARG","1983","","0.1598320413436693","0.0","0.0",""
"Argentina","ARG","1984","","0.12550169376693765","0.0","0.0",""
"Argentina","ARG","1985","","0.13637088888888887","0.0","0.0",""
"Argentina","ARG","1986","","0.14105132850241545","0.0","0.0",""
"Argentina","ARG","1987","","0.14887105263157896","0.0","0.0",""
"Argentina","ARG","1988","","0.16214151061173532","0.0","0.0",""
"Argentina","ARG","1989","","0.16042383040935673","0.0","0.0",""
"Argentina","ARG","1990","","0.13024387860082304","0.0","0.0",""
"Argentina","ARG","1991","","0.12423899371069183","0.0","0.0",""
"Argentina","ARG","1992","","0.12718397435897436","0.0","0.0",""
"Argentina","ARG","1993","","0.14399095679012347","0.0","0.0",""
"Argentina","ARG","1994","","0.15582631578947367","0.0","0.0",""
"Argentina","ARG","1995","","0.14857813608695652","0.0","0.0",""
"Argentina","ARG","1996","","0.4404800823045268","0.009618000000000002","0.0",""
"Argentina","ARG","1997","","0.5886456666666667","0.014591999999999999","0.0",""
"Argentina","ARG","1998","","0.5986353801169589","0.032541","1.7e-05",""
"Argentina","ARG","1999","","0.8051911111111109","0.034781","2.6000000000000002e-05",""
"Argentina","ARG","2000","","0.8357164444444445","0.034758","3.6e-05",""
"Argentina","ARG","2001","","0.7563318386914835","0.049361","4.3e-05",""
"Argentina","ARG","2002","","1.067168992248062","0.073405","4.7e-05",""
"Argentina","ARG","2003","","1.2934673591438466","0.077954","6.500000000000001e-05",""
"Argentina","ARG","2004","","1.1297910990566036","0.07244599999999997","7e-05",""
"Argentina","ARG","2005","","1.1627684750567011","0.071719665","8.1e-05",""
"Argentina","ARG","2006","","1.70827720126257","0.06964000000000001","9e-05",""
"Argentina","ARG","2007","","1.6714924765018049","0.06159299999999999","0.00010889999999999999",""
"Argentina","ARG","2008","","1.8018086695567972","0.04195107799999999","0.0001437",""
"Argentina","ARG","2009","","1.8344684981545063","0.0368315286","7.608399999999999e-05",""
"Argentina","ARG","2010","","2.1274930140445205","0.0253516062","8.588999999999999e-05",""
"Argentina","ARG","2011","","2.16711860934136","0.02659055","0.0016140000000000002",""
"Argentina","ARG","2012","","2.2305504488636365","0.3698619993329999","0.008172966799999999",""
"Argentina","ARG","2013","","2.3245282104000005","0.453354876","0.015074078999999997",""
"Argentina","ARG","2014","","2.840839114036364","0.7311919999999998","0.015944",""
"Argentina","ARG","2015","","2.1504215290088435","0.5933349629999998","0.014682999999999996",""
"Argentina","ARG","2016","","2.342691582330041","0.5470548358859999","0.014271875999999998",""
"Australia","AUS","1965","","0.29600000000000004","0.0","0.0",""
"Australia","AUS","1966","","0.284","0.0","0.0",""
"Australia","AUS","1967","","0.29","0.0","0.0",""
"Australia","AUS","1968","","0.282","0.0","0.0",""
"Australia","AUS","1969","","0.281","0.0","0.0",""
"Australia","AUS","1970","","0.261","0.0","0.0",""
"Australia","AUS","1971","","0.263","0.0","0.0",""
"Australia","AUS","1972","","0.28","0.0","0.0",""
"Australia","AUS","1973","","0.33799999999999997","0.0","0.0",""
"Australia","AUS","1974","","0.429","0.0","0.0",""
"Australia","AUS","1975","","0.489","0.0","0.0",""
"Australia","AUS","1976","","0.484","0.0","0.0",""
"Australia","AUS","1977","","0.429","0.0","0.0",""
"Australia","AUS","1978","","0.405","0.0","0.0",""
"Australia","AUS","1979","","0.418","0.0","0.0",""
"Australia","AUS","1980","","0.385","0.0","0.0",""
"Australia","AUS","1981","","0.40399999999999997","0.0","0.0",""
"Australia","AUS","1982","","0.516","0.0","0.0",""
"Australia","AUS","1983","","0.431","0.0","0.0",""
"Australia","AUS","1984","","0.441","0.0","0.0",""
"Australia","AUS","1985","","0.456","0.0","0.0",""
"Australia","AUS","1986","","0.46","0.0","0.0",""
"Australia","AUS","1987","","0.47","0.0","0.0",""
"Australia","AUS","1988","","0.731","0.0","0.0",""
"Australia","AUS","1989","","0.81","0.0","0.0",""
"Australia","AUS","1990","","0.7595","0.0","0.0",""
"Australia","AUS","1991","","0.7195","0.0","0.00545",""
"Australia","AUS","1992","","0.67","0.0","0.0121",""
"Australia","AUS","1993","","0.67","0.002","0.014600000000000004",""
"Australia","AUS","1994","","0.6965","0.0055","0.0174",""
"Australia","AUS","1995","","0.8255","0.006999999999999999","0.02115",""
"Australia","AUS","1996","","0.9465","0.006999999999999999","0.0256",""
"Australia","AUS","1997","","0.997","0.0075","0.03065",""
"Australia","AUS","1998","","1.081","0.018000000000000002","0.0356",""
"Australia","AUS","1999","","1.1335","0.043","0.0406",""
"Australia","AUS","2000","","0.8895","0.134","0.04675",""
"Australia","AUS","2001","","0.7975","0.287","0.05415",""
"Australia","AUS","2002","","1.2668","0.53355","0.0583",""
"Australia","AUS","2003","","1.6918000000000002","0.70405","0.06319999999999999",""
"Australia","AUS","2004","","2.8152500000000003","0.795","0.07294999999999999",""
"Australia","AUS","2005","","3.8710000000000004","1.29905","0.08405",""
"Australia","AUS","2006","","3.9325","2.1621","0.0975",""
"Australia","AUS","2007","","4.275","2.8521","0.11375",""
"Australia","AUS","2008","","3.6961","3.45845","0.1392",""
"Australia","AUS","2009","","2.7868000000000004","4.43775","0.2902420300821664",""
"Australia","AUS","2010","","2.4415500000000003","4.985","0.9776482798208956",""
"Australia","AUS","2011","","2.57395","6.432","2.0445465700988",""
"Australia","AUS","2012","","3.09785","7.725","2.412",""
"Australia","AUS","2013","","3.33165","9.259","3.8474",""
"Australia","AUS","2014","","3.5602400000000003","9.777000000000001","4.952",""
"Australia","AUS","2015","","3.343322281401309","11.802","5.957999999999999",""
"Australia","AUS","2016","","3.352482068473642","13.190886713286714","7.1578800000000005",""
"Austria","AUT","1965","","0.0","0.0","0.0",""
"Austria","AUT","1966","","0.0","0.0","0.0",""
"Austria","AUT","1967","","0.0","0.0","0.0",""
"Austria","AUT","1968","","0.0","0.0","0.0",""
"Austria","AUT","1969","","0.0","0.0","0.0",""
"Austria","AUT","1970","","0.0","0.0","0.0",""
"Austria","AUT","1971","","0.0","0.0","0.0",""
"Austria","AUT","1972","","0.0","0.0","0.0",""
"Austria","AUT","1973","","0.0","0.0","0.0",""
"Austria","AUT","1974","","0.0","0.0","0.0",""
"Austria","AUT","1975","","0.0","0.0","0.0",""
"Austria","AUT","1976","","0.0","0.0","0.0",""
"Austria","AUT","1977","","0.0","0.0","0.0",""
"Austria","AUT","1978","","0.0","0.0","0.0",""
"Austria","AUT","1979","","0.0","0.0","0.0",""
"Austria","AUT","1980","","0.0","0.0","0.0",""
"Austria","AUT","1981","","0.0","0.0","0.0",""
"Austria","AUT","1982","","0.0","0.0","0.0",""
"Austria","AUT","1983","","0.0","0.0","0.0",""
"Austria","AUT","1984","","0.0","0.0","0.0",""
"Austria","AUT","1985","","0.0","0.0","0.0",""
"Austria","AUT","1986","","1.287501","0.0","0.0",""
"Austria","AUT","1987","","0.905816","0.0","0.0",""
"Austria","AUT","1988","","1.04696","0.0","0.0",""
"Austria","AUT","1989","","1.1044500000000002","0.0","0.0",""
"Austria","AUT","1990","","1.142485","0.0","0.0",""
"Austria","AUT","1991","","1.225832","0.0","0.0",""
"Austria","AUT","1992","","1.3291639999998914","0.0","0.0",""
"Austria","AUT","1993","","1.3611110000000033","0.0","0.001",""
"Austria","AUT","1994","","1.2105549999999998","0.0","0.001",""
"Austria","AUT","1995","","1.857221","0.001","0.001",""
"Austria","AUT","1996","","1.589444","0.005","0.001",""
"Austria","AUT","1997","","1.7113889999999998","0.02","0.002",""
"Austria","AUT","1998","","1.842777","0.045","0.002",""
"Austria","AUT","1999","","1.5969118188815168","0.051","0.002",""
"Austria","AUT","2000","","1.5282793199999998","0.067","0.003",""
"Austria","AUT","2001","","1.6678119999999996","0.172","0.005",""
"Austria","AUT","2002","","1.5204440000000001","0.203","0.009000000000000001",""
"Austria","AUT","2003","","1.7119209999999998","0.366","0.015",""
"Austria","AUT","2004","","2.05973","0.924","0.018000000000000002",""
"Austria","AUT","2005","","2.3871583550766564","1.3312767567447965","0.021018000000000002",""
"Austria","AUT","2006","","3.3886796363542357","1.7527929836760736","0.022387",""
"Austria","AUT","2007","","4.217777446121331","2.0371","0.024238",""
"Austria","AUT","2008","","4.302304139778409","2.0112574086827792","0.030119910000000007",""
"Austria","AUT","2009","","4.277982167399921","1.9540401681317443","0.04891428",""
"Austria","AUT","2010","","4.463430080982535","2.063913736041848","0.08881314",""
"Austria","AUT","2011","","4.504831838162906","1.9362363601421613","0.17406996",""
"Austria","AUT","2012","","4.605099700824994","2.4620290190466725","0.3374830500000001",""
"Austria","AUT","2013","","4.5840152537089365","3.153231562469477","0.625974",""
"Austria","AUT","2014","","4.303104852019085","3.845768034519669","0.7852460000000001",""
"Austria","AUT","2015","","4.4093603635339615","4.840343101748367","0.937098",""
"Austria","AUT","2016","","4.593077479157094","5.160565977449901","1.0735473270307363",""
"Azerbaijan","AZE","1985","","0.0","0.0","0.0",""
"Azerbaijan","AZE","1986","","0.0","0.0","0.0",""
"Azerbaijan","AZE","1987","","0.0","0.0","0.0",""
"Azerbaijan","AZE","1988","","0.0","0.0","0.0",""
"Azerbaijan","AZE","1989","","0.0","0.0","0.0",""
"Azerbaijan","AZE","1990","","0.0","0.0","0.0",""
"Azerbaijan","AZE","1991","","0.0","0.0","0.0",""
"Azerbaijan","AZE","1992","","0.0","0.0","0.0",""
"Azerbaijan","AZE","1993","","0.0","0.0","0.0",""
"Azerbaijan","AZE","1994","","0.0","0.0","0.0",""
"Azerbaijan","AZE","1995","","0.0","0.0","0.0",""
"Azerbaijan","AZE","1996","","0.0","0.0","0.0",""
"Azerbaijan","AZE","1997","","0.0","0.0","0.0",""
"Azerbaijan","AZE","1998","","0.0","0.0","0.0",""
"Azerbaijan","AZE","1999","","0.0","0.0","0.0",""
"Azerbaijan","AZE","2000","","0.0","0.0","0.0",""
"Azerbaijan","AZE","2001","","0.0","0.0","0.0",""
"Azerbaijan","AZE","2002","","0.0","0.0","0.0",""
"Azerbaijan","AZE","2003","","0.0","0.0","0.0",""
"Azerbaijan","AZE","2004","","0.0","0.0","0.0",""
"Azerbaijan","AZE","2005","","0.0","0.0","0.0",""
"Azerbaijan","AZE","2006","","0.0","0.0","0.0",""
"Azerbaijan","AZE","2007","","0.0","0.0","0.0",""
"Azerbaijan","AZE","2008","","0.0","0.0","0.0",""
"Azerbaijan","AZE","2009","","0.0","0.0021","0.0",""
"Azerbaijan","AZE","2010","","0.0","0.0005","0.0",""
"Azerbaijan","AZE","2011","","0.0","0.0","0.0",""
"Azerbaijan","AZE","2012","","0.0","0.0","0.0",""
"Azerbaijan","AZE","2013","","0.067","0.0008","0.0008",""
"Azerbaijan","AZE","2014","","0.08367835757057315","0.0023","0.0029",""
"Azerbaijan","AZE","2015","","0.0909","0.0046","0.0046",""
"Azerbaijan","AZE","2016","","0.08725","0.0178","0.0619",""
"Bangladesh","BGD","1965","","0.0","0.0","0.0",""
"Bangladesh","BGD","1966","","0.0","0.0","0.0",""
"Bangladesh","BGD","1967","","0.0","0.0","0.0",""
"Bangladesh","BGD","1968","","0.0","0.0","0.0",""
"Bangladesh","BGD","1969","","0.0","0.0","0.0",""
"Bangladesh","BGD","1970","","0.0","0.0","0.0",""
"Bangladesh","BGD","1971","","0.0","0.0","0.0",""
"Bangladesh","BGD","1972","","0.0","0.0","0.0",""
"Bangladesh","BGD","1973","","0.0","0.0","0.0",""
"Bangladesh","BGD","1974","","0.0","0.0","0.0",""
"Bangladesh","BGD","1975","","0.0","0.0","0.0",""
"Bangladesh","BGD","1976","","0.0","0.0","0.0",""
"Bangladesh","BGD","1977","","0.0","0.0","0.0",""
"Bangladesh","BGD","1978","","0.0","0.0","0.0",""
"Bangladesh","BGD","1979","","0.0","0.0","0.0",""
"Bangladesh","BGD","1980","","0.0","0.0","0.0",""
"Bangladesh","BGD","1981","","0.0","0.0","0.0",""
"Bangladesh","BGD","1982","","0.0","0.0","0.0",""
"Bangladesh","BGD","1983","","0.0","0.0","0.0",""
"Bangladesh","BGD","1984","","0.0","0.0","0.0",""
"Bangladesh","BGD","1985","","0.0","0.0","0.0",""
"Bangladesh","BGD","1986","","0.0","0.0","0.0",""
"Bangladesh","BGD","1987","","0.0","0.0","0.0",""
"Bangladesh","BGD","1988","","0.0","0.0","0.0",""
"Bangladesh","BGD","1989","","0.0","0.0","0.0",""
"Bangladesh","BGD","1990","","0.0","0.0","0.0",""
"Bangladesh","BGD","1991","","0.0","0.0","0.0",""
"Bangladesh","BGD","1992","","0.0","0.0","0.0",""
"Bangladesh","BGD","1993","","0.0","0.0","0.0",""
"Bangladesh","BGD","1994","","0.0","0.0","0.0",""
"Bangladesh","BGD","1995","","0.0","0.0","0.0",""
"Bangladesh","BGD","1996","","0.0","0.0","0.0",""
"Bangladesh","BGD","1997","","0.0","0.0","0.0",""
"Bangladesh","BGD","1998","","0.0","0.0","0.0",""
"Bangladesh","BGD","1999","","0.0","0.0","0.0",""
"Bangladesh","BGD","2000","","0.0","0.0","0.0010101010101009982",""
"Bangladesh","BGD","2001","","0.0","0.0","0.0010101010101009982",""
"Bangladesh","BGD","2002","","0.0","0.0","0.0020202020202019963",""
"Bangladesh","BGD","2003","","0.0","0.0","0.0030303030303029947",""
"Bangladesh","BGD","2004","","0.0","0.0","0.004040404040403993",""
"Bangladesh","BGD","2005","","0.0","0.0010101010101009982","0.00505050505050499",""
"Bangladesh","BGD","2006","","0.0","0.0020202020202019963","0.01010101010100998",""
"Bangladesh","BGD","2007","","0.0","0.0020202020202019963","0.02020202020201996",""
"Bangladesh","BGD","2008","","0.0","0.0020202020202019963","0.02020202020201996",""
"Bangladesh","BGD","2009","","0.0","0.0020202020202019963","0.037000000000000005",""
"Bangladesh","BGD","2010","","0.0","0.0020202020202019963","0.055",""
"Bangladesh","BGD","2011","","0.0","0.0020202020202019963","0.078",""
"Bangladesh","BGD","2012","","0.0","0.0020257368202573427","0.10800000000000001",""
"Bangladesh","BGD","2013","","0.0","0.004","0.136",""
"Bangladesh","BGD","2014","","0.0","0.004","0.145",""
"Bangladesh","BGD","2015","","0.0","0.004","0.18139442231075625",""
"Bangladesh","BGD","2016","","0.0","0.004010958904","0.21027888446214893",""
"Belarus","BLR","1985","","0.0","0.0","0.0",""
"Belarus","BLR","1986","","0.0","0.0","0.0",""
"Belarus","BLR","1987","","0.0","0.0","0.0",""
"Belarus","BLR","1988","","0.0","0.0","0.0",""
"Belarus","BLR","1989","","0.0","0.0","0.0",""
"Belarus","BLR","1990","","0.0","0.0","0.0",""
"Belarus","BLR","1991","","0.0","0.0","0.0",""
"Belarus","BLR","1992","","0.0","0.0","0.0",""
"Belarus","BLR","1993","","0.0","0.0","0.0",""
"Belarus","BLR","1994","","0.0","0.0","0.0",""
"Belarus","BLR","1995","","0.0","0.0","0.0",""
"Belarus","BLR","1996","","0.0","0.0","0.0",""
"Belarus","BLR","1997","","0.0","0.0","0.0",""
"Belarus","BLR","1998","","0.09894736842105334","0.0","0.0",""
"Belarus","BLR","1999","","0.10315789473684284","0.0","0.0",""
"Belarus","BLR","2000","","0.0","0.0","0.0",""
"Belarus","BLR","2001","","0.0","0.0","0.0",""
"Belarus","BLR","2002","","0.0","0.0","0.0",""
"Belarus","BLR","2003","","0.0","0.0","0.0",""
"Belarus","BLR","2004","","0.0","0.0010101010101009982","0.0",""
"Belarus","BLR","2005","","0.0","0.001","0.0",""
"Belarus","BLR","2006","","0.002","0.001","0.0",""
"Belarus","BLR","2007","","0.013999999999999999","0.001","0.0",""
"Belarus","BLR","2008","","0.033","0.001","0.0",""
"Belarus","BLR","2009","","0.06","0.001","0.0",""
"Belarus","BLR","2010","","0.084","0.001","0.0",""
"Belarus","BLR","2011","","0.095","0.004","0.0",""
"Belarus","BLR","2012","","0.095","0.006","0.0",""
"Belarus","BLR","2013","","0.12","0.008","0.0004",""
"Belarus","BLR","2014","","0.11800000000000001","0.009000000000000001","0.002",""
"Belarus","BLR","2015","","0.11800000000000001","0.026000000000000002","0.006999999999999999",""
"Belarus","BLR","2016","","0.11832328767123287","0.1564273973","0.028777777777777774",""
"Belgium","BEL","1965","","0.0","0.0","0.0",""
"Belgium","BEL","1966","","0.0","0.0","0.0",""
"Belgium","BEL","1967","","0.0","0.0","0.0",""
"Belgium","BEL","1968","","0.0","0.0","0.0",""
"Belgium","BEL","1969","","0.0","0.0","0.0",""
"Belgium","BEL","1970","","0.0","0.0","0.0",""
"Belgium","BEL","1971","","0.0","0.0","0.0",""
"Belgium","BEL","1972","","0.0","0.0","0.0",""
"Belgium","BEL","1973","","0.11599999999999999","0.0","0.0",""
"Belgium","BEL","1974","","0.10800000000000001","0.0","0.0",""
"Belgium","BEL","1975","","0.083","0.0","0.0",""
"Belgium","BEL","1976","","0.057","0.0","0.0",""
"Belgium","BEL","1977","","0.247","0.0","0.0",""
"Belgium","BEL","1978","","0.26","0.0","0.0",""
"Belgium","BEL","1979","","0.315","0.0","0.0",""
"Belgium","BEL","1980","","0.3","0.0","0.0",""
"Belgium","BEL","1981","","0.29100000000000004","0.0","0.0",""
"Belgium","BEL","1982","","0.046","0.0","0.0",""
"Belgium","BEL","1983","","0.022000000000000002","0.0","0.0",""
"Belgium","BEL","1984","","0.024","0.0","0.0",""
"Belgium","BEL","1985","","0.053","0.0","0.0",""
"Belgium","BEL","1986","","0.11900000000000001","0.0","0.0",""
"Belgium","BEL","1987","","0.142","0.006","0.0",""
"Belgium","BEL","1988","","0.18","0.008","0.0",""
"Belgium","BEL","1989","","0.191","0.006999999999999999","0.0",""
"Belgium","BEL","1990","","0.282","0.006999999999999999","0.0",""
"Belgium","BEL","1991","","0.299","0.008","0.0",""
"Belgium","BEL","1992","","0.267","0.009000000000000001","0.0",""
"Belgium","BEL","1993","","0.245","0.008","0.0",""
"Belgium","BEL","1994","","0.245","0.009000000000000001","0.0",""
"Belgium","BEL","1995","","0.321","0.009000000000000001","0.0",""
"Belgium","BEL","1996","","0.314","0.008","0.0",""
"Belgium","BEL","1997","","0.275","0.008","0.0",""
"Belgium","BEL","1998","","0.359","0.011000000000000001","0.0",""
"Belgium","BEL","1999","","0.496","0.013000000000000001","0.0",""
"Belgium","BEL","2000","","0.568","0.016","0.0",""
"Belgium","BEL","2001","","0.597","0.037000000000000005","0.0",""
"Belgium","BEL","2002","","0.721","0.057","0.0",""
"Belgium","BEL","2003","","0.857","0.08800000000000001","0.0",""
"Belgium","BEL","2004","","1.037","0.142","0.001",""
"Belgium","BEL","2005","","1.59","0.22699999999999998","0.001",""
"Belgium","BEL","2006","","2.225","0.366","0.002",""
"Belgium","BEL","2007","","2.6","0.491","0.006",""
"Belgium","BEL","2008","","3.3289999999999997","0.637","0.042",""
"Belgium","BEL","2009","","3.949","0.996","0.166",""
"Belgium","BEL","2010","","4.33","1.2919999999999998","0.56",""
"Belgium","BEL","2011","","4.7","2.312","1.169",""
"Belgium","BEL","2012","","5.202000000000001","2.7510000000000003","2.148",""
"Belgium","BEL","2013","","4.986000000000001","3.665","2.6439999999999997",""
"Belgium","BEL","2014","","4.423","4.615","2.883",""
"Belgium","BEL","2015","","5.5089999999999995","5.574","3.065",""
"Belgium","BEL","2016","","5.322331","5.677698","2.950996",""
"Brazil","BRA","1965","","0.0","0.0","0.0",""
"Brazil","BRA","1966","","0.0","0.0","0.0",""
"Brazil","BRA","1967","","0.0","0.0","0.0",""
"Brazil","BRA","1968","","0.0","0.0","0.0",""
"Brazil","BRA","1969","","0.0","0.0","0.0",""
"Brazil","BRA","1970","","0.5146915000000001","0.0","0.0",""
"Brazil","BRA","1971","","0.6333952500000001","0.0","0.0",""
"Brazil","BRA","1972","","0.7165701875000001","0.0","0.0",""
"Brazil","BRA","1973","","0.7508003750000001","0.0","0.0",""
"Brazil","BRA","1974","","0.7851518","0.0","0.0",""
"Brazil","BRA","1975","","0.8671775749999999","0.0","0.0",""
"Brazil","BRA","1976","","0.864337725","0.0","0.0",""
"Brazil","BRA","1977","","1.1168454625","0.0","0.0",""
"Brazil","BRA","1978","","1.331944075","0.0","0.0",""
"Brazil","BRA","1979","","1.7760194","0.0","0.0",""
"Brazil","BRA","1980","","1.8055082625","0.0","0.0",""
"Brazil","BRA","1981","","1.873622875","0.0","0.0",""
"Brazil","BRA","1982","","2.178474475","0.0","0.0",""
"Brazil","BRA","1983","","2.9844549499999995","0.0","0.0",""
"Brazil","BRA","1984","","2.8516788875000003","0.0","0.0",""
"Brazil","BRA","1985","","3.0671255885922326","0.0","0.0",""
"Brazil","BRA","1986","","3.193932423867313","0.0","0.0",""
"Brazil","BRA","1987","","3.565697314724919","0.0","0.0",""
"Brazil","BRA","1988","","3.339783794093851","0.0","0.0",""
"Brazil","BRA","1989","","3.403162338511326","0.0","0.0",""
"Brazil","BRA","1990","","3.8590625","0.0","0.0",""
"Brazil","BRA","1991","","3.9996125625","0.0","0.0",""
"Brazil","BRA","1992","","4.929360737945206","0.0","0.0",""
"Brazil","BRA","1993","","4.983937033224441","0.0","0.0",""
"Brazil","BRA","1994","","5.388223648777489","0.0","0.0",""
"Brazil","BRA","1995","","5.593740488958306","0.0","0.0",""
"Brazil","BRA","1996","","6.752709628222037","0.002","0.0",""
"Brazil","BRA","1997","","7.378950998212702","0.004","0.0",""
"Brazil","BRA","1998","","7.505233012160118","0.005","0.0",""
"Brazil","BRA","1999","","8.376002280958721","0.002","0.0",""
"Brazil","BRA","2000","","7.855363","0.001","0.0",""
"Brazil","BRA","2001","","8.990407000000001","0.0349","0.0",""
"Brazil","BRA","2002","","10.226146964757707","0.061","0.0",""
"Brazil","BRA","2003","","11.894463","0.061","0.0",""
"Brazil","BRA","2004","","12.475055704810552","0.061","0.0",""
"Brazil","BRA","2005","","13.590939278459235","0.0929","0.0",""
"Brazil","BRA","2006","","14.768926","0.237","0.0",""
"Brazil","BRA","2007","","18.007508518130148","0.6627818363826152","0.0",""
"Brazil","BRA","2008","","19.52368548412764","1.183","0.0",""
"Brazil","BRA","2009","","22.639248021198203","1.238","0.0",""
"Brazil","BRA","2010","","31.54524009633555","2.176558","0.0",""
"Brazil","BRA","2011","","32.23462178567011","2.704769","0.0",""
"Brazil","BRA","2012","","35.295578755390316","5.05","0.00098",""
"Brazil","BRA","2013","","40.4713748865355","6.575862736655707","0.0047935926311999996",""
"Brazil","BRA","2014","","46.384425738801816","12.210251668688803","0.0160818016968",""
"Brazil","BRA","2015","","49.027347988627774","21.62570216046869","0.05891741167615645",""
"Brazil","BRA","2016","","50.94428128510005","32.9149552467302","0.0889016138408321",""
"Bulgaria","BGR","1965","","0.0","0.0","0.0",""
"Bulgaria","BGR","1966","","0.0","0.0","0.0",""
"Bulgaria","BGR","1967","","0.0","0.0","0.0",""
"Bulgaria","BGR","1968","","0.0","0.0","0.0",""
"Bulgaria","BGR","1969","","0.0","0.0","0.0",""
"Bulgaria","BGR","1970","","0.0","0.0","0.0",""
"Bulgaria","BGR","1971","","0.0","0.0","0.0",""
"Bulgaria","BGR","1972","","0.0","0.0","0.0",""
"Bulgaria","BGR","1973","","0.0","0.0","0.0",""
"Bulgaria","BGR","1974","","0.0","0.0","0.0",""
"Bulgaria","BGR","1975","","0.0","0.0","0.0",""
"Bulgaria","BGR","1976","","0.0","0.0","0.0",""
"Bulgaria","BGR","1977","","0.0","0.0","0.0",""
"Bulgaria","BGR","1978","","0.0","0.0","0.0",""
"Bulgaria","BGR","1979","","0.0","0.0","0.0",""
"Bulgaria","BGR","1980","","0.0","0.0","0.0",""
"Bulgaria","BGR","1981","","0.0","0.0","0.0",""
